	MC Sample	Luminosity	Cross Section (pb)	Number of Events	Calculated Weight
560	Tbar-tchan	59830	26.23	79090800.0	0.019842268633014207
561	T-tchan	59830	44.07	154130900.0	0.01710694026960201
562	Tbar-tW	59830	35.6	7623000.0	0.27941073068345795
563	T-tW	59830	35.6	9242000.0	0.23046396883791387
564	WJetsToLNu_HT-100To200	59830	1627.45	29521158.0	3.2983236463827064
565	WJetsToLNu_HT-200To400	59830	435.23699999999997	25468933.0	1.0224311206912358
566	WJetsToLNu_HT-400To600	59830	59.181099999999994	5932701.0	0.5968285293663037
567	WJetsToLNu_HT-600To800	59830	14.5805	19728401.0	0.04421804458455605
568	WJetsToLNu_HT-800To1200	59830	6.656210000000001	8402687.0	0.04739448753714139
569	WJetsToLNu_HT-1200To2500	59830	1.6080899999999998	7633949.0	0.012603178865879245
570	WJetsToLNu_HT-2500ToInf	59830	0.0389136	3273980.0	0.0007111224527944581
571	ZZ4l	59830	1.212	26371225.0	0.0027497380193752846
572	TTToSemiLeptonic	59830	365.308992	265706999.0	0.0822576637936436
573	TTTo2L2Nu	59830	88.249736	62300000.0	0.08475091019069021
574	TTToHadronic	59830	377.951744	317792000.0	0.07115614251938375
575	DYJetsToLL_Pt-50To100	59830	387.130778	120435658.0	0.19231874373734065
576	DYJetsToLL_Pt-100To250	59830	89.395097	81633326.0	0.06551869090216905
577	DYJetsToLL_Pt-250To400	59830	3.435181	20121253.0	0.010214417523103555
578	DYJetsToLL_Pt-400To650	59830	0.464024	1863809.0	0.0148956013840474
579	DYJetsToLL_Pt-650ToInf	59830	0.043602	1895998.0	0.001375902115930502
580	WZ3l1nu	59830	4.708	21997587.0	0.01280502447836665
581	WZ2l2q	59830	5.595	28193648.0	0.011873201013221132
582	WZ1l1nu2q	59830	10.71	68048958.0	0.009416445436240185
583	ZZ2l2q	59830	3.22	54856689.0	0.00351192540986205
584	WZ1l3nu	59830	3.05	1690064.0	0.10797313001164453
585	VV2l2nu	59830	11.95	9848488.0	0.07259677830749248
586	Tbar-tchan	59830	26.23	79090800.0	0.019842268633014207
587	T-tchan	59830	44.07	154130900.0	0.01710694026960201
588	Tbar-tW	59830	35.6	7623000.0	0.27941073068345795
589	T-tW	59830	35.6	9242000.0	0.23046396883791387
590	WJetsToLNu_HT-100To200	59830	1627.45	29521158.0	3.2983236463827064
591	WJetsToLNu_HT-200To400	59830	435.23699999999997	25468933.0	1.0224311206912358
592	WJetsToLNu_HT-400To600	59830	59.181099999999994	5932701.0	0.5968285293663037
593	WJetsToLNu_HT-600To800	59830	14.5805	19728401.0	0.04421804458455605
594	WJetsToLNu_HT-800To1200	59830	6.656210000000001	8402687.0	0.04739448753714139
595	WJetsToLNu_HT-1200To2500	59830	1.6080899999999998	7633949.0	0.012603178865879245
596	WJetsToLNu_HT-2500ToInf	59830	0.0389136	3273980.0	0.0007111224527944581
597	ZZ4l	59830	1.212	26371225.0	0.0027497380193752846
598	TTToSemiLeptonic	59830	365.308992	265706999.0	0.0822576637936436
599	TTTo2L2Nu	59830	88.249736	62300000.0	0.08475091019069021
600	TTToHadronic	59830	377.951744	317792000.0	0.07115614251938375
601	DYJetsToLL_Pt-50To100	59830	387.130778	120435658.0	0.19231874373734065
602	DYJetsToLL_Pt-100To250	59830	89.395097	81633326.0	0.06551869090216905
603	DYJetsToLL_Pt-250To400	59830	3.435181	20121253.0	0.010214417523103555
604	DYJetsToLL_Pt-400To650	59830	0.464024	1863809.0	0.0148956013840474
605	DYJetsToLL_Pt-650ToInf	59830	0.043602	1895998.0	0.001375902115930502
606	WZ3l1nu	59830	4.708	21997587.0	0.01280502447836665
607	WZ2l2q	59830	5.595	28193648.0	0.011873201013221132
608	WZ1l1nu2q	59830	10.71	68048958.0	0.009416445436240185
609	ZZ2l2q	59830	3.22	54856689.0	0.00351192540986205
610	WZ1l3nu	59830	3.05	1690064.0	0.10797313001164453
611	VV2l2nu	59830	11.95	9848488.0	0.07259677830749248
612	Tbar-tchan	59830	26.23	79090800.0	0.019842268633014207
613	T-tchan	59830	44.07	154130900.0	0.01710694026960201
614	Tbar-tW	59830	35.6	7623000.0	0.27941073068345795
615	T-tW	59830	35.6	9242000.0	0.23046396883791387
616	WJetsToLNu_HT-100To200	59830	1627.45	29521158.0	3.2983236463827064
617	WJetsToLNu_HT-200To400	59830	435.23699999999997	25468933.0	1.0224311206912358
618	WJetsToLNu_HT-400To600	59830	59.181099999999994	5932701.0	0.5968285293663037
619	WJetsToLNu_HT-600To800	59830	14.5805	19728401.0	0.04421804458455605
620	WJetsToLNu_HT-800To1200	59830	6.656210000000001	8402687.0	0.04739448753714139
621	WJetsToLNu_HT-1200To2500	59830	1.6080899999999998	7633949.0	0.012603178865879245
622	WJetsToLNu_HT-2500ToInf	59830	0.0389136	3273980.0	0.0007111224527944581
623	ZZ4l	59830	1.212	26371225.0	0.0027497380193752846
624	TTToSemiLeptonic	59830	365.308992	265706999.0	0.0822576637936436
625	TTTo2L2Nu	59830	88.249736	62300000.0	0.08475091019069021
626	TTToHadronic	59830	377.951744	317792000.0	0.07115614251938375
627	DYJetsToLL_Pt-50To100	59830	387.130778	120435658.0	0.19231874373734065
628	DYJetsToLL_Pt-100To250	59830	89.395097	81633326.0	0.06551869090216905
629	DYJetsToLL_Pt-250To400	59830	3.435181	20121253.0	0.010214417523103555
630	DYJetsToLL_Pt-400To650	59830	0.464024	1863809.0	0.0148956013840474
631	DYJetsToLL_Pt-650ToInf	59830	0.043602	1895998.0	0.001375902115930502
632	WZ3l1nu	59830	4.708	21997587.0	0.01280502447836665
633	WZ2l2q	59830	5.595	28193648.0	0.011873201013221132
634	WZ1l1nu2q	59830	10.71	68048958.0	0.009416445436240185
635	ZZ2l2q	59830	3.22	54856689.0	0.00351192540986205
636	WZ1l3nu	59830	3.05	1690064.0	0.10797313001164453
637	VV2l2nu	59830	11.95	9848488.0	0.07259677830749248
638	Tbar-tchan	59830	26.23	79090800.0	0.019842268633014207
639	T-tchan	59830	44.07	154130900.0	0.01710694026960201
640	Tbar-tW	59830	35.6	7623000.0	0.27941073068345795
641	T-tW	59830	35.6	9242000.0	0.23046396883791387
642	WJetsToLNu_HT-100To200	59830	1627.45	29521158.0	3.2983236463827064
643	WJetsToLNu_HT-200To400	59830	435.23699999999997	25468933.0	1.0224311206912358
644	WJetsToLNu_HT-400To600	59830	59.181099999999994	5932701.0	0.5968285293663037
645	WJetsToLNu_HT-600To800	59830	14.5805	19728401.0	0.04421804458455605
646	WJetsToLNu_HT-800To1200	59830	6.656210000000001	8402687.0	0.04739448753714139
647	WJetsToLNu_HT-1200To2500	59830	1.6080899999999998	7633949.0	0.012603178865879245
648	WJetsToLNu_HT-2500ToInf	59830	0.0389136	3273980.0	0.0007111224527944581
649	ZZ4l	59830	1.212	26371225.0	0.0027497380193752846
